F,d,coeff_tenuti,coeff_totali,frazione_tenuti,MSE,PSNR_dB
8,14,63,64,0.984375,0.016013659020518777,66.0858978404806
8,7,28,64,0.4375,6.815329498161053,39.79593503518362
8,3,6,64,0.09375,43.49951455429733,31.74595950523993
16,15,120,256,0.46875,5.241857820363918,40.93595123858398
32,10,55,1024,0.0537109375,54.48984690020161,30.767647731967074
