F,d,coeff_tenuti,coeff_totali,frazione_tenuti,MSE,PSNR_dB
8,14,63,64,0.984375,0.0014190673828125,76.61077342937675
8,7,28,64,0.4375,13.835861206054688,36.72074164113249
8,3,6,64,0.09375,176.49246215820312,25.66354199093101
16,15,120,256,0.46875,9.15325927734375,38.51504596405453
32,10,55,1024,0.0537109375,223.9635009765625,24.629031131410596
